PERMNO,DATE,RET,YEAR
11185,01/02/2004,0.010638,2004
11185,01/05/2004,-0.056842,2004
11185,01/06/2004,0.046875,2004
11185,01/07/2004,0.031983,2004
11185,01/08/2004,0.028926,2004
11185,01/09/2004,0.024096,2004
11185,01/12/2004,0.029412,2004
11185,01/13/2004,-0.001905,2004
11185,01/14/2004,-0.036259,2004
11185,01/15/2004,-0.000990,2004
11185,01/16/2004,0.020813,2004
11185,01/20/2004,-0.019417,2004
11185,01/21/2004,0.009901,2004
11185,01/22/2004,0.000000,2004
11185,01/23/2004,-0.003922,2004
11185,01/26/2004,-0.025591,2004
11185,01/27/2004,0.010101,2004
11185,01/28/2004,-0.016000,2004
11185,01/29/2004,-0.008130,2004
11185,01/30/2004,0.000000,2004
11185,02/02/2004,-0.001025,2004
11185,02/03/2004,-0.019487,2004
11185,02/04/2004,0.004184,2004
11185,02/05/2004,0.012500,2004
11185,02/06/2004,-0.026749,2004
11185,02/09/2004,0.000000,2004
11185,02/10/2004,0.001057,2004
11185,02/11/2004,0.007392,2004
11185,02/12/2004,-0.002096,2004
11185,02/13/2004,0.001050,2004
11185,02/17/2004,0.001049,2004
11185,02/18/2004,-0.006289,2004
11185,02/19/2004,0.023207,2004
11185,02/20/2004,0.024742,2004
11185,02/23/2004,-0.024145,2004
11185,02/24/2004,0.000000,2004
11185,02/25/2004,-0.018557,2004
11185,02/26/2004,-0.002101,2004
11185,02/27/2004,0.042105,2004
11185,03/01/2004,-0.040404,2004
11185,03/02/2004,0.021053,2004
11185,03/03/2004,-0.020619,2004
11185,03/04/2004,0.031579,2004
11185,03/05/2004,0.018367,2004
11185,03/08/2004,-0.014028,2004
11185,03/09/2004,-0.006098,2004
11185,03/10/2004,-0.008180,2004
11185,03/11/2004,0.000000,2004
11185,03/12/2004,0.010309,2004
11185,03/15/2004,-0.010204,2004
11185,03/16/2004,0.010309,2004
11185,03/17/2004,0.000000,2004
11185,03/18/2004,0.000000,2004
11185,03/19/2004,0.000000,2004
11185,03/22/2004,-0.020408,2004
11185,03/23/2004,0.005208,2004
11185,03/24/2004,0.001036,2004
11185,03/25/2004,-0.012422,2004
11185,03/26/2004,0.007337,2004
11185,03/29/2004,0.009365,2004
11185,03/30/2004,0.005155,2004
11185,03/31/2004,-0.005128,2004
11185,04/01/2004,0.014433,2004
